StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q11_1,Q11_2,Q11_3,Q12,Q13,Q14,Q15,Q15_10_TEXT,Q16,Q17,Q18,Q19,Q19_6_TEXT,Q20_1,Q20_2,Q20_3,Q21_1,Q21_2,Q21_3,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q28,Q29,Q30,Q30_8_TEXT,Q31,Q32,Q33,Q33_8_TEXT,Q34,Q35,Q36,Q37,Q37_4_TEXT,Q33_8_TEXT - Parent Topics,Q33_8_TEXT - Sentiment Polarity,Q33_8_TEXT - Sentiment Score,Q33_8_TEXT - Sentiment,Q33_8_TEXT - Topic Sentiment Label,Q33_8_TEXT - Topic Sentiment Score,Q33_8_TEXT - Topics
2021-10-26 09:53:04,2021-10-26 09:57:31,IP Address,100,267,True,2021-10-26 09:57:32,R_3j3ghwmUg6VbRjY,anonymous,EN,Computer Science,05/2024,Yes,Government,Peer Advising Fellows (PAFs),In college,,3,2,2,2,3,2,2,2,2,4,5,7,2,7,7,7,7,"For an academic letter of recommendation,To inquire about career opportunities,To inquire about advice for my concentration",7,7,7,CS 50: Introduction to Computer Science I,Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",I did not feel as if I had the resources to successfully apply to graduate school,I am unsure or undecided,I am unaware of the processes or steps that must be taken in order to write a senior thesis,,7,6,2,5,4,3,4,2,7,5,2,2,4,2,6,2,2,2,4,3,5,5,"Academic interests,Non-academic and non-professional interests",Yes,10,"Fellow students,Professional networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Queer,"Asian,Native Hawaiian or Other Pacific Islander",,"No, not of Hispanic or Latinx origin",No,Prefer not to say,Other,,,,,,,,
2021-10-26 10:34:04,2021-10-26 10:59:09,IP Address,100,1505,True,2021-10-26 10:59:10,R_2qdZIBGYL6NdEKp,anonymous,EN,Molecular and Cellular Biology,05/2024,No,"Chemical and Physical Biology,Human Developmental and Regenerative Biology,Molecular and Cellular Biology,Neuroscience,Psychology",My first-year academic advisor,I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,5,7,7,5,7,To inquire about advice for my concentration,3,1,1,,,,,,,,,,,6,6,6,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Non-academic and non-professional interests,Yes,7,Fellow students,,Woman,,No,Straight/Heterosexual,Black or African American,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 16:13:08,2021-10-26 10:59:32,IP Address,100,67584,True,2021-10-26 10:59:33,R_1l3Rs1d4mQOlcGt,anonymous,EN,Statistics,05/2023,Yes,"Applied Mathematics,Astrophysics,Computer Science,Earth and Planetary Sciences,Economics,Environmental Science and Engineering,Environmental Science and Public Policy,Statistics",,In high school (including summer after graduation),,,,,,,,,,,,,,2,3,4,5,6,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,5,3,"CS 50: Introduction to Computer Science I,CS 10x, an undergraduate-level miscellaneous course",Somewhat agree,Yes,,,,,,,,5,3,4,6,4,6,2,1,1,1,1,1,4,2,1,1,1,1,3,2,1,2,"Professional interests,Non-academic and non-professional interests",Yes,9,"Close friends and family,Fellow students,Alumni networks","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 11:06:44,2021-10-26 11:13:41,IP Address,100,417,True,2021-10-26 11:13:41,R_x46fxiXyybjhwK5,anonymous,EN,Applied Mathematics,05/2025,Yes,"Applied Mathematics,Computer Science,Economics,Statistics",,In high school (including summer after graduation),,,,,,,,,,,,,,5,6,7,6,7,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,4,4,CS 61: Systems Programming and Machine Organization,Somewhat agree,Yes,,,,,,,,6,6,5,6,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,"Fellow students,Professional networks,Alumni networks","Close friends and family,Fellow students,Alumni networks,The Harvard Office of Career Services",Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 13:21:53,2021-10-26 13:25:29,IP Address,100,216,True,2021-10-26 13:25:30,R_pzqI6f0OdWAuyU9,anonymous,EN,Neuroscience,05/2025,No,"Computer Science,Neuroscience","Department heads,Department faculty,Department-specific advising programs",In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,4,6,7,4,6,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,6,5,,,,,,,,,,,6,6,4,5,5,3,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,"Professional networks,Alumni networks,The Harvard Office of Career Services","Professional networks,Alumni networks,The Harvard Office of Career Services",Non-binary,,Yes,Queer,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 13:19:04,2021-10-26 13:38:24,IP Address,100,1160,True,2021-10-26 13:38:24,R_3OeKexRZyXw2MJC,anonymous,EN,Computer Science,05/2025,Yes,"Computer Science,Economics","My first-year academic advisor,Residential advising resources, such as house tutors or proctors",In high school (including summer after graduation),,3,2,2,1,3,4,3,3,2,4,5,7,3,6,6,3,4,To inquire about advice for my concentration,4,3,2,CS 50: Introduction to Computer Science I,Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,I am unsure or undecided,,,6,6,4,6,6,7,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,"Close friends and family,Fellow students,Alumni networks","Close friends and family,Fellow students,Alumni networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 14:09:46,2021-10-26 14:15:26,IP Address,100,339,True,2021-10-26 14:15:26,R_2CVpuOnmRYtecOh,anonymous,EN,Mathematics,05/2025,No,"Computer Science,Mathematics,Physics",,In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,7,4,3,6,2,To inquire about advice for my concentration,4,4,4,,,,,,,,,,,7,5,4,6,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Academic interests,Yes,5,Fellow students,"Professional networks,Alumni networks",Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 13:17:02,2021-10-26 14:29:12,IP Address,100,4329,True,2021-10-26 14:29:12,R_3D5Xm0q1Q4FFuVW,anonymous,EN,Computer Science,05/2025,Yes,Molecular and Cellular Biology,,In middle school or earlier (including summer after graduation),,5,4,3,1,4,2,1,2,3,3,3,3,3,3,5,3,6,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,3,3,CS 50: Introduction to Computer Science I,Disagree,Yes,,,"No, I have not considered applying to graduate studies in CS",,I am unsure or undecided,,,4,4,3,4,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,6,Professional networks,"Close friends and family,Professional networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,Preger not to say,,,,,,,,
2021-10-26 14:59:43,2021-10-26 15:17:25,IP Address,100,1061,True,2021-10-26 15:17:25,R_1F4zF8ItyZDYduS,anonymous,EN,Computer Science,05/2022,Yes,"Government,History",,In college,,5,4,6,5,2,4,6,3,2,2,6,2,3,6,6,6,5,,3,3,3,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 14x, an undergraduate-level networks course,CS 15x, an undergraduate-level programming languages course,CS 16x, an undergraduate-level systems course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course,CS 26x, a graduate-level systems course",Somewhat disagree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,"No, I do not intend to write a senior thesis in the CS department",I am not interested in computer science research,,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,,No,9,"Alumni networks,The Harvard Office of Career Services",The Harvard Office of Career Services,Man,,No,Straight/Heterosexual,White,,"Yes, of Hispanic or Latinx origin",No,Yes,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 16:46:29,2021-10-26 16:51:24,IP Address,100,295,True,2021-10-26 16:51:25,R_1K9eQ2ZSoowVOHQ,anonymous,EN,Human Evolutionary Biology,07/2024,No,"Economics,History,History and Literature,Neuroscience,Romance Languages and Literatures",Department faculty,In high school (including summer after graduation),,,,,,,,,,,,,,6,7,6,6,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,7,7,,,,,,,,,,,7,6,6,6,5,7,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,"Academic interests,Professional interests,Non-academic and non-professional interests",No,3,"Fellow students,Professional networks","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Prefer not to say,"Asian,White",,"No, not of Hispanic or Latinx origin",No,Prefer not to say,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 17:02:54,2021-10-26 17:05:59,IP Address,100,184,True,2021-10-26 17:05:59,R_uqfqW7Aii0VHPEZ,anonymous,EN,Chemistry,05/2025,No,"Applied Mathematics,Chemistry,Chemistry and Physics,Computer Science,Neuroscience,Physics",,In high school (including summer after graduation),,,,,,,,,,,,,,3,3,3,3,3,,2,1,2,,,,,,,,,,,4,4,4,4,4,4,6,6,1,1,1,1,6,7,2,7,5,1,5,6,3,5,"Academic interests,Non-academic and non-professional interests",No,10,The Harvard Office of Career Services,The Harvard Office of Career Services,Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 17:39:14,2021-10-26 17:47:26,IP Address,100,492,True,2021-10-26 17:47:27,R_3L78ka5vkj6ELbG,anonymous,EN,Computer Science,05/2023,Yes,"Computer Science,Earth and Planetary Sciences,Economics,Engineering Sciences,Environmental Science and Public Policy,Government,Mathematics,Mechanical Engineering,Psychology,Sociology,Statistics",Department faculty,In high school (including summer after graduation),,3,3,7,1,2,1,1,1,2,6,7,6,6,6,7,6,1,"For an academic letter of recommendation,To inquire about research opportunities",4,4,4,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 18x, an undergraduate-level artificial intelligence course",Strongly agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,"No, I do not intend to write a senior thesis in the CS department",I cannot think of or decide on a thesis topic,,2,1,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,6,6,3,4,Non-academic and non-professional interests,Yes,9,"Close friends and family,Fellow students","Close friends and family,Fellow students",Man,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 18:54:19,2021-10-26 18:58:21,IP Address,100,241,True,2021-10-26 18:58:22,R_3nA6zgzjOCP41cE,anonymous,EN,Folklore and Mythology,05/2023,Yes,"Computer Science,Sociology,Women, Gender, and Sexuality, Study of","Department faculty,Department-specific advising programs",In high school (including summer after graduation),,,,,,,,,,,,,,7,7,7,7,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",7,3,3,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 9x, an undergraduate-level research CS course",Somewhat agree,Undecided,"CS course material is too difficult,CS courses are too time-intensive,CS courses are poorly designed or organized,I do not have enough space in my schedule",,,,,,,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Academic interests,Professional interests",Yes,6,Professional networks,"Fellow students,Professional networks",Woman,,No,Queer,White,,"No, not of Hispanic or Latinx origin",No,No,"Yes, I have been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 18:55:43,2021-10-26 19:00:53,IP Address,100,310,True,2021-10-26 19:00:53,R_3HY6FGtxUKOpH4Z,anonymous,EN,"Art, Film, and Visual Studies",05/2022,Yes,"Art, Film, and Visual Studies,Integrative Biology,Psychology","Department heads,Department faculty,Department-specific advising programs",In college,,,,,,,,,,,,,,2,3,4,5,6,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,6,6,CS 50: Introduction to Computer Science I,Somewhat agree,No,"CS course material is too difficult,CS courses are too time-intensive",,,,,,,5,1,5,6,3,6,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,"Academic interests,Non-academic and non-professional interests",No,5,"Fellow students,Professional networks","Fellow students,Alumni networks",Woman,,No,Queer,White,,"No, not of Hispanic or Latinx origin",No,No,"Yes, I have been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 20:14:18,2021-10-26 20:23:25,IP Address,100,547,True,2021-10-26 20:23:25,R_3EMVoUGfm5jmKa6,anonymous,EN,History,05/2023,No,"Government,History,History and Literature,Social Studies,Sociology,Women, Gender, and Sexuality, Study of","My first-year academic advisor,Department heads,Department faculty,Department-specific advising programs,Peer Advising Fellows (PAFs)",In college,,,,,,,,,,,,,,6,6,5,5,6,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,2,2,,,,,,,,,,,6,5,6,6,4,6,1,1,1,1,1,1,2,2,2,2,2,1,5,4,4,4,Non-academic and non-professional interests,No,8,"Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Queer,Other,,"Yes, of Hispanic or Latinx origin",No,No,Other,Neurodivergent; registered with AEO,,,,,,,
2021-10-26 20:19:11,2021-10-26 20:23:55,IP Address,100,284,True,2021-10-26 20:23:55,R_3QXGyuJ8sgXC79T,anonymous,EN,Computer Science,05/2024,Yes,"Computer Science,Government,Linguistics,Psychology",My first-year academic advisor,In high school (including summer after graduation),,4,4,4,4,4,4,4,4,4,7,7,7,4,5,7,7,7,To inquire about advice for my concentration,6,6,2,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 10x, an undergraduate-level miscellaneous course",Somewhat agree,Yes,,,"No, I have not considered applying to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department",I am unaware of the processes or steps that must be taken in order to write a senior thesis,,6,2,4,7,5,6,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,Alumni networks,Fellow students,Woman,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 22:04:39,2021-10-26 22:10:28,IP Address,100,348,True,2021-10-26 22:10:28,R_3nSMDXf5zDpjR5r,anonymous,EN,Integrative Biology,05/2022,No,"Earth and Planetary Sciences,Neuroscience","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Department heads,Department faculty",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,4,6,7,7,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,6,5,,,,,,,,,,,7,4,5,7,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,Non-academic and non-professional interests,Yes,10,"Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services","Alumni networks,The Harvard Office of Career Services",Woman,,No,Queer,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 22:34:39,2021-10-26 22:41:32,IP Address,100,413,True,2021-10-26 22:41:33,R_zVxjaqO7wSUC5Cp,anonymous,EN,Computer Science,05/2025,Yes,"Applied Mathematics,Astrophysics,Classics,Comparative Literature,Computer Science,History and Science,History of Art and Architecture,Linguistics,Philosophy,Physics,Statistics","Department faculty,Peer Advising Fellows (PAFs)",In middle school or earlier (including summer after graduation),,7,5,4,6,6,4,5,6,3,4,7,1,5,7,6,2,3,,2,4,2,CS 50: Introduction to Computer Science I,Strongly agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"Yes, I intend to write a senior thesis in the CS department",,,5,7,2,5,4,4,5,2,6,5,1,1,7,4,6,7,3,1,6,6,5,7,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,5,"Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services","Professional networks,Alumni networks,The Harvard Office of Career Services",Woman,,No,Queer,White,,"No, not of Hispanic or Latinx origin",No,No,"Yes, I have been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 20:48:01,2021-10-26 23:04:48,IP Address,100,8206,True,2021-10-26 23:04:48,R_33drU6VJ6WjeVgF,anonymous,EN,Computer Science,05/2024,Yes,"Computer Science,Economics,Sociology",,In high school (including summer after graduation),,5,5,4,2,4,7,4,2,5,6,6,4,7,7,7,7,7,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",7,7,7,"CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science",Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,"No, I do not intend to write a senior thesis in the CS department","I am unaware of the processes or steps that must be taken in order to write a senior thesis,I am unavailable to commit the time to writing a thesis",,6,4,4,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,6,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Man,,No,Questioning or unsure,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-27 07:01:14,2021-10-27 07:03:48,IP Address,100,154,True,2021-10-27 07:03:49,R_1QseoYxsMN88Zbi,anonymous,EN,Social Studies,06/2022,No,"Social Studies,Sociology,South Asian Studies",,In high school (including summer after graduation),,,,,,,,,,,,,,6,6,5,5,5,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,5,5,,,,,,,,,,,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Academic interests,Professional interests",No,8,The Harvard Office of Career Services,Professional networks,Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-27 08:48:01,2021-10-27 08:54:37,IP Address,100,395,True,2021-10-27 08:54:37,R_3CW7ntwmb0bFwLF,anonymous,EN,Applied Mathematics,05/25,Yes,"Applied Mathematics,Computer Science,Mathematics,Mechanical Engineering","My first-year academic advisor,Peer Advising Fellows (PAFs)",In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,3,4,6,3,6,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",7,6,6,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course",Agree,Yes,,,,,,,,6,6,5,5,6,5,6,5,1,1,3,1,5,5,4,1,2,1,5,4,2,2,"Academic interests,Professional interests",Yes,8,"Close friends and family,Fellow students","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",Prefer not to say,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-27 08:50:49,2021-10-27 09:06:44,IP Address,100,954,True,2021-10-27 09:06:44,R_sSjoNCVMUK9nhtf,anonymous,EN,Computer Science,05/2023,Yes,"Computer Science,Engineering Sciences,Linguistics,Statistics",,In high school (including summer after graduation),,4,3,4,1,2,3,1,3,3,5,2,7,3,6,7,4,5,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",3,4,1,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 10x, an undergraduate-level miscellaneous course",Somewhat agree,Yes,,,"No, I have not considered applying to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department",I am not interested in computer science research,,4,3,2,6,6,7,5,1,1,1,1,1,5,1,1,1,1,1,5,1,1,2,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,10,"Close friends and family,Fellow students,Alumni networks","Fellow students,Alumni networks",Prefer not to say,,No,Prefer not to say,Asian,,"No, not of Hispanic or Latinx origin",Yes,Prefer not to say,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-27 12:21:21,2021-10-27 17:16:13,IP Address,100,17691,True,2021-10-27 17:16:14,R_BWmj2zSTxCOyWTD,anonymous,EN,Environmental Science and Public Policy,05/2025,No,Environmental Science and Public Policy,,I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,3,6,7,7,7,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,4,3,,,,,,,,,,,5,3,2,4,1,3,2,2,1,1,3,1,1,2,2,1,2,1,5,5,6,5,Non-academic and non-professional interests,No,7,"Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Questioning or unsure,Asian,,"No, not of Hispanic or Latinx origin",No,Yes,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-27 17:09:58,2021-10-27 17:22:55,IP Address,100,776,True,2021-10-27 17:22:55,R_2RUHPEDRcyjx9rt,anonymous,EN,Computer Science,2025,Yes,"Applied Mathematics,Electrical Engineering,Government,History and Science",,In high school (including summer after graduation),,4,2,2,1,1,1,1,3,3,6,6,6,4,4,5,5,5,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,2,2,CS 50: Introduction to Computer Science I,Neither agree nor disagree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",,I am unsure or undecided,I am unaware of the processes or steps that must be taken in order to write a senior thesis,,4,5,3,4,4,4,1,2,2,1,3,1,1,1,1,2,2,1,1,1,1,1,"Academic interests,Professional interests",Yes,5,"Fellow students,Professional networks","Professional networks,Alumni networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,Yes,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-27 17:39:07,2021-10-27 17:47:01,IP Address,100,473,True,2021-10-27 17:47:02,R_338AWmns5aUgaqy,anonymous,EN,Computer Science,05/2023,Yes,"Applied Mathematics,Computer Science,Economics,Linguistics,Mathematics,Statistics","Department heads,Department faculty,Department-specific advising programs",In high school (including summer after graduation),,4,5,5,2,3,5,2,4,2,5,6,4,4,5,6,5,6,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,6,5,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course",Strongly agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"Yes, I intend to write a senior thesis in the CS department",,,5,4,3,6,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,Other,,,,,,,,
2021-10-27 19:07:23,2021-10-27 20:00:13,IP Address,100,3170,True,2021-10-27 20:00:14,R_zVBkzPtpqbomUBH,anonymous,EN,Linguistics,05/2022,Yes,"Classics,Computer Science,History,Linguistics,Mathematics,Physics,Special Concentration","My first-year academic advisor,Department faculty",In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,7,7,7,6,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",7,5,3,"CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 15x, an undergraduate-level programming languages course,CS 22x, a graduate-level theoretical computer science course",Agree,Yes,,,,,,,,7,5,5,6,5,5,2,1,1,1,1,1,2,1,1,1,1,1,2,4,2,2,"Academic interests,Non-academic and non-professional interests",Yes,8,"Fellow students,Professional networks,The Harvard Office of Career Services","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Prefer not to say,"Asian,White",,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-27 21:00:27,2021-10-27 21:14:13,IP Address,100,826,True,2021-10-27 21:14:14,R_5dbj5GZZYa4ke9H,anonymous,EN,Applied Mathematics,05/2023,Yes,"Economics,Government,Statistics",,In college,,,,,,,,,,,,,,3,5,6,4,7,To inquire about advice for my concentration,4,2,2,CS 50: Introduction to Computer Science I,Somewhat disagree,Undecided,I am not required to take any additional CS courses to fulfill my concentration/secondary,,,,,,,1,1,1,7,7,7,5,1,4,4,1,1,5,4,4,4,4,4,5,5,4,1,"Professional interests,Non-academic and non-professional interests",Yes,9,"Professional networks,Alumni networks,The Harvard Office of Career Services","Fellow students,Professional networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
